MidDate,Firm,Brand,@TPP,LIB FP,ALP FP,GRN FP,ONP FP,NAT FP,UAP FP,OTH FP,GLApp,GLDis,Comments
2017-02-15,Essential,,52,32,37,9,11,5,#N/A,6,,,
2017-02-15,ReachTEL,,50,35.4,35,6,11.7,8.4,#N/A,3.4,,,
2017-03-01,ReachTEL,,52,34.6,35.2,10.7,8.5,6.8,#N/A,4.2,,,
2017-03-02,Galaxy,,54,31,40,8,9,5,#N/A,7,,,
2017-03-08,Newspoll2,,54,32,41,7,8,5,#N/A,7,34,57,
2017-03-09,ReachTEL,,54,33.9,41.8,6.5,6.8,6,#N/A,4.9,,,
2017-05-15,Essential,,55,33,44,9,5,4,#N/A,6,,,
2017-08-15,Essential,,54,32,39,12,8,4,#N/A,6,,,
2017-11-15,Essential,,57,29,41,13,7,4,#N/A,6,,,
2018-08-03,Galaxy,,54,32,40,11,#N/A,6,#N/A,11,,,
2020-04-24,Newspoll2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,89,6,
2020-05-16,Utting,,66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,86,,"#Privately conducted, ""in May"""
2020-06-06,Painted Dog,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,87,4,
2020-06-26,Newspoll2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,88,9,
2020-09-03,Painted Dog,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,91,,
2020-10-17,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,84,7,
2022-02-03,Painted Dog,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,88,7,#Date unclear
2021-02-17,uComms,,61,27.5,46.8,8.3,6.9,5.1,#N/A,5.4,,,
2021-02-17,Newspoll2,,68,23,59,8,3,2,#N/A,5,88,10,
2021-03-08,Newspoll2,,66,23,57,9,2,3,#N/A,6,88,10,
2022-02-13,Painted Dog,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64,25,
2022-03-15,Painted Dog,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68,25,"#Date not specified. (""in March"")"
2022-10-20,Painted Dog,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,18,
2023-03-09,Painted Dog,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63,24,"#""Last week"""
2023-05-31,Utting,,61,28,52,8,#N/A,5,#N/A,7,68,19,#Leadership ratings for Mark McGowan
2023-07-21,Utting,,46,37,32,10,#N/A,6,#N/A,15,,,
2023-12-11,Redbridge,,59.4,29,44,11,3,4,#N/A,9,,,#Date provisional
2024-07-15,Freshwater,,56,33,39,12,#N/A,5,#N/A,11,,,"#""In July"", conducted for Liberal Party"
2024-08-18,Wolf&Smith,,55,29,37,12,4,3,#N/A,16,,,
2024-09-06,Freshwater,,55,32,39,11,#N/A,6,#N/A,12,35,28,"#Fieldwork dates not identified, released September 11"
2024-11-02,DemosAU,,56,34,41,12,#N/A,4,#N/A,9,,,
2025-01-30,Newspoll3,Newspoll,56,32,42,12,4,3,#N/A,7,55,37,#Fieldwork date not yet available
2025-03-02,Newspoll3,Newspoll,57.5,29,44,10,#N/A,5,#N/A,12,55,38,
2025-03-05,DemosAU,,57,30,43,11,#N/A,5,#N/A,11,,,
